sentence_id,paper_id,sentence_text,discovery_judge_suggested_code,paper-relevance,in_v3,in_v4,in_final,reviewer_id
S0579,P31,omitting the inductive bias in the inference step worsens the performance of AE,Evaluation _ Validate Inductive Bias,include,,,,human reviewer 5
S0580,P31,we compare the normalized runtime of GAE and AE for several degrees of compression,Evaluation _ Measure Computational Efficiency,include,,,,human reviewer 5
S0581,P31,"current Active Exploration methods are not scalable, hindering their use in real-world scientific discovery problems",Reflection _ Identify Scalability Limitation,include,,,,human reviewer 5
S0582,P32,I will need to 1. Load the CSV into a pandas DataFrame 2. Analyze the dataset to see what it looks like 3. Count how many lines belong to each scene 4. Compute the average number of lines per scene,Planning _ Decompose Task into Steps,include,,,,human reviewer 5
S0583,P32,"To answer this question, I need to load the dataset, conduct a linear regression analysis between GDP per capita and life expectancy score",Planning _ Formulate Analytical Approach,include,,,,human reviewer 5
S0584,P32,I can use the pandas method corr() to calculate the Pearson correlation coefficient between 'FamilySize' and 'Fare',Planning _ Identify Required Methods,include,,,yes,human reviewer 5
S0585,P32,"We can see that the dataset is a DataFrame with columns 'Season', 'Episode', 'Scene', 'Character', and 'Line'. The lines of script are contained in the 'Line' column",Reasoning _ Interpret Observation Output,include,,,,human reviewer 5
S0586,P32,The Pearson correlation coefficient between the 'FamilySize' and 'Fare' columns is approximately 0.205. This indicates a weak positive correlation between the size of a passenger's family and the fare they paid.,Reasoning _ Analyze Statistical Results,include,,,,human reviewer 5
S0587,P32,"Constraints mainly contain detailed strict on methods, workflow or statistical parameters used to answer the question. Format requirements are series of '@answer_name[answer]'",Reasoning _ Assess Constraint Requirements,include,,,,human reviewer 5
S0588,P32,"The R-squared value is approximately 0.67, which indicates a poor fit for the linear regression model",Reasoning _ Interpret Model Performance,include,,,,human reviewer 5
S0589,P32,python_code_sandbox[input]: this tool can help to run python script with python code as input,Execution _ Execute Code in Sandbox,include,,,,human reviewer 5
S0590,P32,"The process includes reasoning, code writing, execution, and iterative refinement based on the results obtained",Execution _ Write Statistical Analysis Code,include,,,,human reviewer 5
S0591,P32,I will need to load the CSV into a pandas DataFrame... filename = '/mnt/ep_7.csv'; dataframe = pd.read_csv(filename),Execution _ Load Dataset from File,include,,,,human reviewer 5
S0592,P32,Use one-hot encoding for the 'Sex' and 'Embarked' features. Use the 'linear regression' model provided by the sklearn library in Python. Split the dataset into a training set (80%) and a testing set (20%),Execution _ Apply Machine Learning Algorithm,include,,,,human reviewer 5
S0593,P32,"Create a new feature called 'FamilySize' by summing the 'SibSp' and 'Parch' columns. Then, calculate the Pearson correlation coefficient (r) between the 'FamilySize' and 'Fare' columns",Execution _ Engineer New Data Feature,include,,,,human reviewer 5
S0594,P32,avg_lines_per_scene = scene_lines_counts.mean()... counting the number of lines in each scene using the value_counts function on the 'Scene' column,Execution _ Apply Statistical Computation,include,,,,human reviewer 5
S0595,P32,"Action: the action to take, should be one of [python_code_sandbox]. Cease generating further and await the execution outcome from python_code_sandbox",Execution _ Invoke External Tool,include,,,,human reviewer 5
S0596,P32,"Considering that most models hardly follow the format requirements exactly, we add a reformat step after the original responses which formats the responses with the format requirements with a one-shot prompting",Evaluation _ Validate Output Against Format,include,,,,human reviewer 5
S0597,P32,We use regular expression matching to draw the answer enclosed in 'answer_name[answer]' and the exact match to evaluate the performance,Evaluation _ Match Answer to Ground Truth,include,,,,human reviewer 5
S0598,P32,"GPT-4 is utilized for the quantitative assessment of question difficulty in DAEval. Questions are classified into three levels: easy, medium, and hard based on data processing complexity, domain-specific knowledge, and coding sophistication",Evaluation _ Score Question Difficulty,include,,,,human reviewer 5
S0599,P32,Filtering. This step involves a filtering with rules and GPT-4. Specific rules are employed to identify and eliminate data with hallucination and incomplete solution,Evaluation _ Filter Low-Quality Samples,include,,,,human reviewer 5
S0600,P32,We invite human experts to assess the quality of generated dataset and remove samples unqualified in any metric,Evaluation _ Assess Data Quality,include,,,,human reviewer 5
S0601,P32,"The criteria includes five aspects: Python code relevance, interpretation of system notifications, conciseness, understanding of the Python sandbox environment, and solution provision",Evaluation _ Verify Solution Completeness,include,,,,human reviewer 5
S0602,P32,"agents covering abilities like task planning, writing code, leveraging Python sandbox, self-debugging if needed, and finally, able to solve problems",Reflection _ Debug Code Errors,include,,,,human reviewer 5
S0603,P32,"The results of the execution are fed back into the conversation, enabling GPT-4 to refine its responses and propose further iterations",Reflection _ Refine Response Iteratively,include,,,,human reviewer 5
S0604,P32,This iterative cycle continues until GPT-4 determines that the accumulated information suffices to conclusively answer the problem,Reflection _ Determine Task Completion,include,,,yes,human reviewer 5
S0605,P32,"We first prompt LLMs with the file, question and constraints",Communication _ Accept Task and Constraints,include,,,,human reviewer 5
S0606,P32,Final Answer: The average number of lines per scene in the 'ep_7.csv' dataset is approximately 6.02,Communication _ Present Final Answer,include,,,yes,human reviewer 5
S0607,P32,we add a reformat step after the original responses which formats the responses with the format requirements with a one-shot prompting. We conduct ablation studies...indicating the necessity of adding a reformatting step,Communication _ Reformat Output to Specification,include,,,,human reviewer 5
S0608,P32,we leverage GPT-4 to generate open-ended questions based on both file descriptions and the pre-defined concepts. Each question involves one or multiple concepts,Others _ Generate Dataset Question,include,,,,human reviewer 5
S0609,P32,"we utilize GPT-3.5 to summarize the following information for each CSV file: 1. Description of column names and contents, 2. Data types, 3. Identification of missing values",Others _ Summarize File Description,include,,,,human reviewer 5
S0610,P33,the AI agent starts by observing the patient state S_0,Reasoning _ Observe Environment State,include,,,,human reviewer 5
S0611,P33,suggesting treatments that can be overridden by the clinician,Execution _ Propose Treatment Action,include,,,,human reviewer 5
S0612,P33,"the clinician observes both S_0 and A_0, and decides whether to override the AI's treatment or not",Reasoning _ Monitor Peer Agent's Action,include,,,yes,human reviewer 5
S0613,P33,"If the clinician overrides the AI, the patient outcome Y is determined by S_0 and the alternative treatment H_0 suggested by the clinician",Execution _ Override Agent Treatment,include,,,yes,human reviewer 5
S0614,P33,"the clinician can additionally take a no-op action, which means that they do not override the AI's action at that step",Execution _ Defer to Peer Agent,include,,,,human reviewer 5
S0615,P33,"agent i follows a policy that is common among all agents, and depends on their current positions on the graph",Execution _ Follow Stochastic Policy,include,,,,human reviewer 5
S0616,P33,"each agent can select to either move up, straight or down",Execution _ Select Navigation Action,include,,,,human reviewer 5
S0617,P33,we learn the policies of both agents using Policy Iteration,Execution _ Learn Policy via Policy Iteration,include,,,,human reviewer 5
S0618,P33,"the AI recommends one of eight possible treatments, which is then reviewed and potentially overridden by the clinician",Communication _ Recommend Treatment to Peer Agent,include,,,yes,human reviewer 5
S0619,P33,samples noise variables from the posterior P(u|_) in order to compute cf-ASE,Reasoning _ Perform Abduction Step,include,,,,human reviewer 5
S0620,P33,Sample cf trajectory,Reasoning _ Generate Counterfactual Trajectory,include,,,,human reviewer 5
S0621,P33,Sample cf outcome,Evaluation _ Predict Counterfactual Outcome,include,,,,human reviewer 5
S0622,P33,describing the process of modifying the structural equation which determines the value of X in M,Execution _ Intervene on Causal Variable,include,,,,human reviewer 5
S0623,P33,the effect of an agent's action on the outcome that propagates through other agents,Reasoning _ Propagate Effect Through Agent Subset,include,,,,human reviewer 5
S0624,P33,provide a sufficient set of conditions for identifying cf-ASE,Reasoning _ Identify Causal Distribution,include,,,,human reviewer 5
S0625,P33,to enable counterfactual reasoning we represent MMDPs by structural causal models,Reasoning _ Represent Environment as SCM,include,,,,human reviewer 5
S0626,P33,deactivating the edge between S_0^A and Y in Fig. 1 (right),Execution _ Deactivate Causal Edge,include,,,,human reviewer 5
S0627,P33,attributing the causal effects of agents' actions to the influence they exert on other agents,Evaluation _ Attribute Causal Contribution,include,,,,human reviewer 5
S0628,P33,assuming noise monotonicity means that functions f^i are monotonic w.r.t. noise variables,Reasoning _ Apply Structural Assumption,include,,,,human reviewer 5
S0629,P33,we assess the robustness of cf-ASE in the presence of uncertainty,Evaluation _ Assess Estimate Robustness,include,,,,human reviewer 5
S0630,P33,cf-PSE suggests a less prominent effect for the clinician-specific effect,Evaluation _ Compare Causal Effect Estimates,include,,,,human reviewer 5
S0631,P33,analyzing this effect necessitates counterfactual reasoning across three distinct scenarios,Reasoning _ Reason Across Alternative Worlds,include,,,yes,human reviewer 5
S0632,P33,"the clinician, who assumes a supervisory role",Others _ Oversee Peer Agent Decisions,include,,,,human reviewer 5
S0633,P33,quantify the impact of the agents' actions on the outcome Y,Evaluation _ Quantify Agent-Specific Effect,include,,,,human reviewer 5
S0634,P33,Our proof leverages a novel identification formula,Reasoning _ Construct Causal Identification Formula,include,,,,human reviewer 5
S0635,P33,Conducting post-hoc analysis on decisions and identifying their causal contributions to the realized outcome,Evaluation _ Conduct Post-Hoc Causal Analysis,include,,,,human reviewer 5
S0636,P34,"LLM-based planner to decompose the specified language instruction L into a sequence of subtasks S = [S0, S1, ..., Sn]",Planning _ Decompose Task Into Subtasks,include,,,yes,human reviewer 5
S0637,P34,we utilize Chain-of-Thought (CoT) to prompt GPT-4 with in-context learning,Planning _ Generate Plan Via Chain-of-Thought,include,,,,human reviewer 5
S0638,P34,"the planner is prompted to generate its Thought process in achieving the task, followed by the presentation of the ultimate Plan",Planning _ Produce Thought-Then-Plan Output,include,,,,human reviewer 5
S0639,P34,"RequireReplan provides the LLM-based executor with the capability to dynamically adjust the plan, improving the robustness to exceptions",Planning _ Replan Upon Execution Exception,include,,,yes,human reviewer 5
S0640,P34,"we prompt the LLM-based executor to generate both reasoning traces and action plans, allowing for greater synergy between the two",Reasoning _ Generate Reasoning Trace Before Action,include,,,,human reviewer 5
S0641,P34,"reasoning over language to track progress, handle exceptions or adjust the plan according to the situation",Reasoning _ Track Plan Progress Via Language,include,,,,human reviewer 5
S0642,P34,"summarize the information into a task-centric description, thereby safeguarding the LLM-based executor against distractions and hallucinations",Reasoning _ Filter Observations Into Task Description,include,,,,human reviewer 5
S0643,P34,summarize the world knowledge learned from {AOi} as prior knowledge candidates {Pj},Reasoning _ Distill Prior Knowledge From Exploration,include,,,,human reviewer 5
S0644,P34,"Executor is responsible for implementing these plans with a skill library, which translates several re-useable skills into precise, context-aware actions",Execution _ Execute Skill From Predefined Library,include,,,,human reviewer 5
S0645,P34,NavigateToObject skill empowers the LLM-based executor with the capability to set the landmark-based navigation goal,Execution _ Navigate To Target Object,include,,,,human reviewer 5
S0646,P34,Explore skill enhances the LLM-based executor's ability to guide the agent in room exploration by sampling navigation goals from traversable areas,Execution _ Explore Environment By Sampling Goals,include,,,yes,human reviewer 5
S0647,P34,LookAround skill enables the LLM-based executor to manipulate the agent to look around the environment to get a more comprehensive observation of the room,Execution _ Survey Room Via LookAround,include,,,,human reviewer 5
S0648,P34,the deterministic action policy of OPEx outputs a navigation or interaction action based on a set of heuristics,Execution _ Apply Deterministic Navigation Heuristics,include,,,,human reviewer 5
S0649,P34,the agent employs the Fast Marching Method to navigate towards the navigation goal,Execution _ Navigate Via Fast Marching Method,include,,,,human reviewer 5
S0650,P34,"translates several re-useable skills into precise, context-aware actions within the environment",Execution _ Convert Language Plan To Low-Level Actions,include,,,,human reviewer 5
S0651,P34,"comparing the egocentric observations before and after the execution of the action. If one kind of action failure is detected, the error message will be gathered",Evaluation _ Detect Action Failure Via Observation,include,,,,human reviewer 5
S0652,P34,"ranks the examples based on the similarity of the input test case...that have the greatest cosine similarity, then select top-K examples for in-context learning",Evaluation _ Rank In-Context Examples By Similarity,include,,,,human reviewer 5
S0653,P34,"an LLM-based filter is applied on {Pj} to eliminate contradictory and duplicated world knowledge, which results in the final set {P'i}",Evaluation _ Filter Contradictory World Knowledge,include,,,,human reviewer 5
S0654,P34,Error message: tracking the error that causes action failures to facilitate exception handling capability of agent,Reflection _ Handle Exception Based On Error Feedback,include,,,,human reviewer 5
S0655,P34,the grounded prior knowledge prevents the agents from repetitive errors and facilitates grounded exception handling,Reflection _ Prevent Repetitive Errors Via Prior Knowledge,include,,,yes,human reviewer 5
S0656,P34,splitting the instruction-following challenge into distinct reasoning and grounding roles handled by a reasoner agent and an actor agent,Communication _ Coordinate Reasoner-Actor In Dialogue,include,,,yes,human reviewer 5
S0657,P34,OPEx-H denotes the OPEx with prior knowledge provided by humans...collecting human contributions,Communication _ Accept Prior Knowledge From Humans,include,,,,human reviewer 5
S0658,P34,the action Play is utilized to interact with the environment or request re-planning of the current plan S,Communication _ Request Replan From Planner,include,,,yes,human reviewer 5
S0659,P34,semantic mapping module to transform the egocentric visual observation into a semantic map,Others _ Build Semantic Map From Visual Observations,include,,,,human reviewer 5
S0660,P34,"supplementary semantic map M't, which aggregates the information from Mt over successive time steps. The intuition resembles a form of majority voting",Others _ Aggregate Map Knowledge Over Time,include,,,yes,human reviewer 5
S0661,P34,"Observer component is tasked with processing and interpreting sensory inputs, primarily visual, to construct an actionable understanding of the agent's immediate environment",Others _ Process Egocentric View Into Text,include,,,,human reviewer 5
S0662,P34,extract objects from the semantic map _ found objects tracked from start of episode to current time step,Others _ Extract Objects From Semantic Map,include,,,,human reviewer 5
S0663,P34,we sample a traversable location based on the distance to the target object as the navigation goal (noted as 'traversable goal heuristic'),Others _ Select Navigation Goal Via Traversable Heuristic,include,,,,human reviewer 5
S0664,P34,"the deterministic action policy of OPEx is equipped with a slice replay heuristic, which tracks the location of successful execution of SliceObject for easier going back",Others _ Track Slice Location For Replay,include,,,,human reviewer 5
